word	arousal	valence	dominance	concreteness	imageability	familiarity	age of acquisition	semantic size	gender association
sultan	4.444	5.063	5.355	5.156	4.968	2.853	5.129	4.548	5.5
summary	3.543	4.971	5.2	4.114	3.286	5.559	4.971	3.177	4.257
summer	6.886	7.8	5.371	4.971	6.114	6.212	2.257	5.543	2.714
sun	6.212	7.469	5.758	6.727	6.656	6.677	1.625	6.273	3.188
sunburn	4.829	2.714	4	6.314	6.286	5.647	3.229	4.114	3.971
sunk	3.229	3.152	3.788	4.029	3.971	4.576	3.943	3.879	4.794
sunlight	6.265	7.364	5.121	5.531	6.125	6.29	2.914	5.057	3.088
sunny	6.882	8.265	5.706	5.257	6.6	6.424	1.882	4.853	2.829
sunrise	6.182	7.788	5.5	5.531	6.484	5.933	3.344	5.727	3.226
sunset	5.886	7.472	4.824	6	6.714	6.364	3.444	5.882	2.4
sunshine	7.281	8.156	6.094	5.533	6.5	6.478	2.313	5.903	2.793
super	6.697	8.03	6.938	2.606	3.424	6.29	2.485	5.303	4.194
superb	6.882	8.485	7.156	2.618	3.303	6.067	4	5.182	3.242
supermarket	4.121	5.486	5.059	6.257	6.625	6.364	3.429	5.441	3.313
supplication	3.6	4.762	4.9	3.227	2.708	2.849	6.333	4.158	4.136
support	4.758	7.429	5.143	3.5	3.029	5.939	4.314	4.971	2.938
supportive	4.788	8	6	3.147	3.546	5.879	4.941	5.088	2.735
suppress	3.8	3.177	3.559	2.971	3.286	4.943	5.824	4.143	4.088
suppression	3.818	2.576	3	2.471	2.471	4.424	6.147	4.412	4.182
supreme	6.485	7.182	6.853	2.559	2.909	4.147	5.235	5.971	4.353
sure	4.914	6.486	7.118	3.088	2.743	6.118	2.857	4.706	4.086
surf	5.1	5.903	5.533	4.788	6.219	4.9	3.849	4.194	4.719
surf (breaking waves)	5.4	6.314	5.743	6.235	6.382	5	4.629	4.971	5.086
surf (riding waves)	5.939	6.735	5.688	5.576	6.121	5.235	4.029	4.813	4.97
surfer	5.143	5.941	5.529	6.485	6.333	4.742	4.147	3.546	5.265
surge	5.906	4.968	6.3	4.2	3.697	4.438	5.818	5.033	4.344
surgeon	4.829	6.4	4.324	6.429	6.382	5.667	4.371	4.771	5.371
surgery	5.469	3.939	3.849	6.3	6.265	5.5	4.314	5.647	4.324
surplus	4.032	5.182	5.029	3.219	3.818	4.781	6.118	5.147	4.242
surprise	7.353	7.088	3.647	3.152	4.469	6.25	2.735	5.394	2.706
surprising	6.412	6.515	5.088	2.629	3.588	6	3.543	4.429	3.706
surrender	5	3.344	2.813	3.313	3.344	4.586	4.656	4.452	4.172
surveyor	3	5	4.839	4.968	3.625	3.533	6.281	3.933	4.926
survive	6.235	7.143	6.147	3.152	3.686	5.625	4.529	5.875	4.857
survivor	6.242	7.424	6.97	4.546	4.656	5	4.382	4.912	4.613
suspect	4.656	3.088	4.152	3.97	4.029	5.091	4.677	4.576	4.849
suspend	4.686	3.8	3.912	3.875	3.576	4.647	5.152	4.303	4.229
suspended	4.546	3.059	3.429	3.857	3.647	4.765	4.914	4.8	4.6
suspension	4.727	4.212	4.143	4.057	3.5	5.114	5.314	4.743	4.429
suspicion	5.2	2.771	3.914	3	3.229	5.235	5.029	4.771	3.629
sustain	3.97	6.455	6.03	3.091	2.515	5.161	5.485	4.455	4.091
sustenance	4.394	6.697	4.939	3.697	3.469	3.968	6.091	4.563	4.241
swamp	3.486	3.636	4.686	5.914	6.229	4.147	3.647	5.171	4.735
swan	4.6	6.636	5.743	6.618	6.829	5.452	2.514	3.353	2.114
swarm	4.588	3.441	4.455	4.531	5.143	4.344	4.657	4.441	4.324
sway	4.121	5.229	4.647	3.941	5.457	4.788	4.057	3.412	3.706
sweat	4.971	4.457	4.735	5.944	5.97	6.438	3.778	3.286	5.667
sweater	3.697	5.515	5.071	6.5	6.667	4.923	3.807	3.406	3.774
sweatshirt	3.485	5.656	5.242	6.563	6.424	6.031	3.576	3.5	5.188
sweaty	3.636	3.091	4.219	5.206	5.97	6	3.147	3.5	5.576
sweep	3.743	4.829	5.758	5.152	5.515	5.063	3.143	3.647	3.515
sweeper	3.677	5.061	5.281	5.303	4.742	3.29	4.121	3.323	4.563
sweet	6.2	7.647	5.206	4.394	5.114	6.471	2.059	3.086	2.147
sweet (nice)	5.667	7.971	5.559	3.029	4.059	6.576	2.765	3.824	1.912
sweet (sugar)	5.794	6.912	4.914	4.794	5.177	6.441	2.029	3.486	2.514
sweetheart	6.029	7.242	4.765	3.735	4.647	5.706	3.382	3.618	2.118
sweets	6.657	6.735	5.636	6.618	6.677	6.419	1.912	2.429	2.941
swift	5.059	6	5.771	3	3.364	4.688	4.314	3.118	3.767
swift (bird)	4.5	5.735	5.697	5.939	5.188	4.281	4.688	2.543	2.882
swift (quick)	5.581	6.258	5.774	3.273	3.625	5.355	4.485	3.067	3.438
swim	4.758	5.829	6.086	6.03	6.412	6.406	2.343	3.829	3.936
swimmer	4.839	6.118	5.485	6.031	6.152	5.567	2.794	3.697	4.177
swimming	5.1	6.097	6.094	4.966	5.867	5.815	2.606	3.781	3.714
swindle	3.645	2.839	4.767	2.867	2.833	3.147	5.897	3.821	4.469
swing	5.394	5.758	5.677	5.781	6.194	6.065	2.063	3.906	3.438
sword	5.714	4.147	6.212	6.618	6.677	5.121	2.686	4.029	5.829
syllable	3.471	5.303	5.03	4.364	3.273	4.909	4.543	3.143	3.636
symbol	4.636	5.469	5.576	4.387	4.576	6	4.059	3.424	3.914
sympathy	5.294	6.088	5.177	2.206	3.324	5.853	4.794	4.794	2.088
symphony	5.382	6.971	5.03	5	4.457	3.75	5.727	5.529	2.886
symptom	4.226	3.5	3.265	3.97	3.971	5.871	4.824	4.394	3.849
synagogue	2.971	5.121	4.353	6.375	5.813	3.941	5.818	5.212	4.563
syphilis	5.065	1.677	3.233	5.125	2.933	3.5	6.656	3.906	4.226
syringe	5.469	3.438	3.645	6.552	6.4	5.039	4.969	2.438	4.032
system	3.813	4.771	4.265	3.971	3.6	5.091	4.486	4.906	4.606
table	3.357	5.129	5.033	6.704	6.792	6.733	2.313	3.875	4
table (chart)	2.943	4.971	5.229	5.686	6.086	5.912	4.143	3.5	4.743
table (desk)	3.171	5.2	5.206	6.743	6.647	6.571	2.057	3.943	4.457
tablespoon	2.636	5.485	5.303	6.546	6.758	6.188	2.909	2.303	3.485
taboo	5.657	3.206	4.118	2.286	2.429	3.647	5.886	4.571	4.086
tact	3.677	5.758	5.182	2.6	2.371	4.424	6	3.943	3.412
tail	3.939	5	5.281	6.161	6.344	5.9	2.143	2.647	3.971
take	4.265	4.382	6.636	4.118	3.886	6.219	2.147	4.114	4.324
tale	5.029	5.889	6.029	3.286	4.235	5.844	2.886	3.743	3.528
talent	6.515	7.594	6.606	3.281	4.364	5.966	3.606	5.424	3.727
talented	6.588	8.206	6.912	2.824	4.333	6.3	3.667	5.344	3.576
tall	5.094	6.324	6.406	5.294	6.441	6.125	2.114	5.485	5.559
tame	3.424	5.485	4.485	3.061	3.667	5.156	4.091	3.438	3.219
tamper	4.706	3.147	5.057	3.727	3.382	3.909	5.686	3.853	4
tandem	4.036	5.5	4.214	4.613	4.643	3.235	5.774	3.793	3.714
tangerine	4.343	5.743	5.486	6.543	6.514	5.629	2.714	2.029	3.371
tango	5.879	5.912	5.355	5.242	5.323	4.5	4.788	3.455	3.147
tango (dance)	6.5	6.559	6.515	5.343	6.121	3.97	4.941	3.829	2.765
tango (drink)	4.5	5.813	5.636	6.353	6.353	5.424	4	2.765	3.97
tank	4.457	4	4.914	6.382	6.471	5.406	3.343	5.353	5.743
tank (army)	4.25	3.355	4.406	6.788	6.419	5.625	3.212	5.645	6.375
tank (fish)	3.471	5.371	5.171	6.758	6.794	5.529	3.057	3.257	4.371
tank (storage)	3.265	5.412	5.121	6.029	5.303	4.906	4.229	4.849	5.303
tanker	3.655	4.3	5.267	6.036	5.556	3.345	5.414	5.724	5.458
tape	3.171	5.086	4.909	5.912	5.971	5.625	2.971	2.452	4.182
taper	3.393	5.039	4.704	4.704	4.5	3.25	6.179	2.963	3.931
tapestry	3.743	5.909	5.441	6.059	6.029	3.677	5.2	4.394	2.485
tarantula	5.618	3.382	4.4	6.867	6.657	4.813	3.629	3.177	4.636
target	5.594	5.212	5.455	5.303	5.794	5.759	3.765	4.25	5.088
tariff	3.059	4.059	4.559	4.235	3.177	3.849	6.242	3.882	4.706
taser	5.594	2.656	4.258	6.094	5.813	3.188	6.032	3.065	5.273
taste	6.182	6.882	5.849	4.152	3.088	6.364	2.353	4.75	3.455
tasty	6.912	7.647	5.971	2.939	3.281	6.091	2.818	4.273	3.581
taught	5.156	6.406	5.194	3.303	2.594	5.786	3.394	4.303	3.533
taxi	4.75	5.29	4.968	6.517	6.6	6.483	3.625	4.188	4.679
teach	4.9	7.182	6.121	3.656	3.548	6.138	2.515	4.656	3.129
teacher	4.97	6.364	4.219	5.393	5.276	6.379	2.333	4.241	2.781
team	4.968	6.807	5.516	4.6	5.033	6.13	3	5.161	4.483
tease	6.774	4.625	5	2.875	3.531	5.714	3.469	3.645	2.852
teasing	5.943	4.515	4.735	3.529	4.424	5.788	3.206	4	3.242
teaspoon	3.182	5.343	5.143	6.686	6.618	6.121	2.886	2.029	3.177
technical	3.714	5.171	4.788	3.486	3.457	5.457	5.029	4.543	5.571
technicality	4.171	4.257	4.429	2.971	2.4	4.294	5.943	4.2	5.029
technician	3.094	5.515	5.031	5.849	5.75	5.063	5.546	4.03	5.273
tedious	2.912	2.771	4	2.657	2.657	4.514	5.829	3.943	4.4
teeth	4.548	5.433	5.233	6.621	6.714	6.423	2.065	2.065	3.885
telephone	4	5.382	5.486	6.485	6.559	6.515	2.771	3.206	3.333
telescope	4.735	5.758	5.546	6.267	6.742	5.182	4.206	4.235	5.029
television	4.969	5.686	5.353	6.546	6.882	6.529	2.286	4.177	4.543
temerity	4.077	4.25	4.333	3.091	2.412	1.735	6.765	4.846	4.563
tempest	5.923	3.462	4.654	3.917	3.346	2.939	6.333	5.077	3.708
temple	4.529	5.706	4.735	5.794	6.088	5.281	4.121	5.121	3.971
temple (forehead)	3.941	5.235	5.516	6.182	6.559	4.818	4.771	3.177	3.794
temple (worship)	4.455	5.697	4.424	6.188	6.353	4.969	4.529	5.313	4.118
tempo	4.771	5.514	5.4	3.706	2.829	4	5.324	3.727	4.147
tempt	6.029	4.177	4.735	2.727	3.344	5.344	5.061	3.824	3.118
temptation	6.914	4.294	4.353	2.743	3.571	5.794	5	5.371	3.457
tendency	3.824	4.765	4.938	2.677	2.382	5.333	5.618	3.971	3.697
tender	5.303	7.061	4.758	2.677	3.727	4.886	4.794	4.057	2.441
tender (sensitive)	5.286	5.879	4.429	2.914	3.265	5.333	4.441	3.294	2.324
tender (soft)	6.257	7.086	5.324	3.265	3.886	5.771	4.429	3.618	1.941
tennis	4.677	5.871	5.636	6.031	6.742	6.1	3.394	3.548	4.29
tense	4.114	3.571	4.094	3.091	3.794	5.758	4.943	3.971	4.457
tense (strained)	5.147	2.971	3.97	3.515	4.129	5.5	5.061	4.303	4.546
tense (verb)	3.515	4.303	4.727	3.088	2.969	4.939	4.706	3.344	4.5
tension	5.625	3.364	4.065	3.161	4.031	5.938	5.129	4.742	4.576
tent	3.629	4.857	5.429	6.457	6.588	5.697	3	3.286	5.088
tepid	2.871	4.035	4.742	2.867	2.667	3.581	5.936	3.2	3.667
termite	3.406	3.412	4.971	6.546	5.629	4.03	4.629	2.059	4.849
terrible	6.031	1.697	3.871	2.313	2.667	5.929	3.5	5.29	4.429
terrific	7.121	8.394	6.886	2.344	3.156	5.867	3.743	5.382	4.057
terrify	6	1.941	3.882	2.412	3.588	5.625	3.912	5.177	4.559
terrifying	5.457	1.824	3.857	3.029	4.171	5.743	4.182	5.75	5.114
terror	5.794	1.677	3.118	2.853	4.353	5.212	4.294	5.853	5.088
terrorist	5.735	1.543	4.294	5.333	6	5.273	5.412	5.424	5.706
test	4.242	3.514	4.343	5.286	4.771	6.294	3.229	4.088	4.324
text	4.529	5.371	5.571	5.8	6.086	6.182	4.171	3.143	4.118
text (phone message)	5.514	6.114	5.914	5.886	6.229	6.743	5.314	2.829	3.457
text (written work)	3.606	5.546	5.485	5.879	5.97	6.091	3.97	3.849	3.939
texture	4.4	5.543	5.286	4.8	4.686	5.353	4.765	3.771	3.457
thank	5.156	7.469	5.355	3.156	2.969	6.708	2.125	4.467	3.267
thankful	5.629	7.6	6.212	2.4	3.206	6.03	3.486	5.147	3
thanks	5.5	7.515	5.818	3.219	3	6.656	1.794	4.412	3.121
theatre	6.121	6.636	5.419	6.059	6.371	5.97	3.543	5.212	3
theatrical	6.606	5.971	5.882	3.306	4.971	5.529	5.083	5.229	2.75
thematic	4.261	5.25	5.044	2.81	2.667	2.375	6.143	4.364	3.556
theme	4.697	5.515	5.129	3.188	3.25	5.333	4.406	4.467	3.724
theologian	3.5	5.222	5.214	4.704	4.393	3.576	6.679	4.222	4.862
theology	4.226	5.03	3.939	2.5	2.71	4	6.485	5.355	3.909
theoretical	3.727	5.656	4.75	2.061	1.968	5.182	6.394	5	4.212
theory	4.257	6.118	5.286	2.912	2.714	5.714	5.429	5.147	4.471
therapist	4.588	5.471	4	5.5	5.576	5.618	5.588	4.382	3.455
therapy	4.743	6.235	3.794	3.853	4.4	5.758	5.457	4.657	3.029
thermometer	3.706	4.941	4.853	6.559	6.441	5.588	3.706	2.588	4.147
thesaurus	3.758	5.912	5.4	6.086	6.242	5.086	5.235	4.343	3.879
thick	3.394	4.303	4.909	4.471	4.294	5.667	3.029	4.412	4.606
thicket	3.688	4.897	4.906	5.103	4.821	3.529	5.677	4.069	4.414
thief	6.156	2.182	3.781	5.031	4.719	4.767	3.3	3.71	5.161
thigh	4.75	5.167	5.533	6.375	6.606	6.1	3.303	3.375	2.879
thighs	5.714	5.429	5.371	6.657	6.706	6.121	3.514	4.029	2.706
thimble	3.594	5.2	4.567	6.345	5.933	3.8	4.281	1.581	2.467
thin	3.758	4.636	4.688	3.969	5.656	6.265	2.771	2.514	2.515
thinner	4.765	5.206	4.618	4.543	4.879	5.688	3.424	3.091	2.382
third	3.567	4.807	4.613	3.188	3.548	5.964	2.813	3.563	4.115
thirst	4.969	3.75	3.774	4.844	4.576	6.344	2.625	4.677	3.636
thirsty	4	3.618	3.853	4.529	4.343	6.531	1.886	4.03	3.886
thistle	4.733	5.645	5	6.633	6.103	4.207	4.097	2.517	3.889
thorn	4.5	3.324	4.242	6.242	5.97	5.091	3.314	2.147	3.939
thought	5.364	6.559	6.353	2.03	3.188	6.807	2.794	4.516	3.581
thoughtful	5.455	7.813	6.75	2.273	2.853	5.808	4.412	4.844	2.727
thoughtless	3.882	2.529	4.324	2.206	2.206	5.471	4.758	3.824	4.588
threat	5.457	1.943	4.171	3.333	3.824	5.636	4.629	5.618	5.543
threatening	5.324	1.882	3.788	3.412	4.212	5.588	4.794	5.697	5.697
thrifty	5.065	5.849	6.061	2.938	2.879	4	5.844	3.303	3.567
thrill	7.485	7.529	6.735	3.543	4.156	5.294	4.429	4.844	4.059
thrilling	7.152	7.543	6.286	2.943	3.429	5.147	4.486	5.576	4
throat	3.886	5.057	5.457	6.457	6.543	6.091	2.771	2.912	4.229
throne	6.029	5.971	6.143	6.457	6.471	4.455	3.2	5.441	4.371
throw	4.546	4.667	6.121	4.909	5.091	6	2.394	4.03	4.909
thrust	6.771	4.857	6.353	4.382	4.743	5.029	5.371	4.543	5.514
thumb	3.529	5.206	5.882	6.559	6.743	6.121	1.971	2.471	4.677
ticket	4.788	5.457	5.412	6.094	6	6.194	3.177	3	4.121
ticket (admission)	4.758	6.029	5.344	6.371	6.343	5.914	3.429	2.697	4.206
ticket (parking)	3.722	3.029	3.943	6.5	6.294	6.061	4.6	2.943	4.889
tickle	6.688	6.75	4.419	4.394	5.094	6.226	2.03	3.344	2.688
ticklish	6.353	6.242	3.546	4.152	4.824	5.781	2.177	3.424	2.735
tidy	5.294	7.314	5.667	4.257	5.485	6.061	2.657	3.853	2.882
tie	3.5	4.909	5.212	6.438	6.677	6.226	2.735	2.485	5.677
tie (bind)	5	4.677	4.529	5.324	5.571	5.219	3.057	3.118	4.853
tie (neck)	3.853	5.265	5.147	6.727	6.606	6.344	3.265	2.394	6.182
tie (stalemate)	3.807	4.829	5.294	3.943	4.152	4.686	3.906	3.438	4.324
tiger	6.235	5.667	4.853	6.706	6.727	6.212	2.029	4.794	4.765
tight	4.788	4.364	3.667	4.235	4.771	5.657	2.912	2.714	3.03
till	3.265	5	4.912	5.059	4.647	5.438	3.686	2.719	4
tilt	3.771	5	5	4.206	4.686	5.086	4.171	2.765	4.086
time	3.903	5.625	3.576	2.485	2.968	6.69	2.424	6.032	3.936
timid	3.936	3.094	2.833	2.968	3.516	4.517	4.516	2.581	3.167
tinsel	5.032	6	5.5	6.219	6.233	4.065	3.125	2.467	3.179
tiny	3.969	4.636	3.936	3.424	4.438	5.567	2.438	1.485	2.867
tire	2.939	3.824	4.029	4.667	4.824	5.353	3.912	3.606	4.485
tired	3.161	3.406	3.613	3.323	4.063	6.667	2.094	3.719	3.897
titan	5.906	5.727	6.3	4.355	4.364	3.765	5.364	5.97	6.219
titanic	4.242	3.794	4.882	5.758	5.941	4.636	4.758	6.065	3.943
titanic (ship)	4.969	3	4.677	6.438	6.344	5.719	4.563	6	4.032
titanic (size)	5.265	5.294	5.382	4.242	4.794	3.667	4.853	6.618	5.061
toad	3.546	4.394	4.941	6.581	6.706	5.118	2.8	2.588	4.969
toast	4.656	6.294	5.794	6.344	6.758	6.267	2.118	2.667	4.088
toast (bread)	3.909	6.118	5.471	6.706	6.647	6.636	2	2.606	4.206
toast (speech)	4.743	6.559	5.647	4.546	4.771	4.765	5.147	4.303	5.029
toaster	3.688	5.618	5.294	6.853	6.853	6.594	2.765	2.844	4.344
tobacco	3.441	3.118	5.294	6.485	6.333	5.529	5.171	3.375	5.455
toddler	4.182	6.324	4	6.229	6.429	5.219	2.771	2.857	3.257
toe	3.286	4.714	5.677	6.8	6.829	6.177	1.853	1.706	4.286
toes	3.257	4.857	5.286	6.8	6.886	6.177	1.6	2.059	3.829
toga	4.182	5.515	5.788	5.879	5.97	4.424	5.031	3.273	4.97
toilet	3.6	4.486	4.5	6.829	6.657	6.824	1.677	3.2	4.514
toll	3.029	3.788	4.226	3.879	3.543	4.031	5.647	3.645	4.706
tomahawk	6	3.95	5.652	5.8	5.2	2.242	5.833	4	5.571
tomato	3.206	5.629	5.314	6.824	6.588	6.471	2.118	2.371	3.765
tomb	5.133	3.065	3.516	6.419	5.967	3.769	4.156	4.871	4.467
tone	4.743	5.343	5.743	3.8	2.455	5.5	4.222	3.735	3.743
tone (colour)	4.364	5.667	5	3.788	4.303	5.094	4.515	3.188	3.212
tone (music)	5.412	6.394	5.424	4.03	3.156	5.313	4.559	3.939	3.235
tone (voice)	5.471	5.629	5.844	3.314	3.606	5.455	4.286	4.212	3.939
tongue	5.515	5.576	5.531	6.625	6.742	6.452	2.242	2.606	3.677
tool	3.629	5.059	6.206	6.257	6.177	6.029	3.114	2.941	5.788
tooth	4.226	5.406	5.258	6.643	6.567	6.385	2.032	1.742	4.077
toothache	5.03	2.235	3.242	4.719	3.849	5.276	3.441	3.364	4.125
toothbrush	2.765	5.559	6.265	6.765	6.824	6.875	1.879	2.606	4.088
top	4.457	5.971	5.943	4.514	4.943	6.515	2.086	4.118	3.857
top (apex)	4.516	6.531	6.406	4.833	4.742	4.971	3.125	4.344	4.156
top (shirt)	4.324	5.629	6.03	6.471	6.636	6.5	2.294	3	4.235
top (spinning)	3.97	5.424	5.412	5.514	5.242	4.485	3.143	2.471	3.941
torch	4.559	5.829	5.727	6.057	6.118	6.03	2.943	3.177	5
torch (burn)	5.438	4.152	5.226	5.121	5.688	4.933	4.424	3.903	4.636
torch (flashlight)	4.294	5.912	5.824	6.824	6.714	6.143	3.029	3.086	4.514
torment	6.194	1.939	3.161	2.936	3.031	4	5.152	5.25	4.781
tornado	5.909	2	3.594	6.121	6.188	5.125	4.206	6.406	5.429
tortoise	4.194	5.781	5.241	6.786	6.75	4.929	3.129	2.516	4.4
torture	4.677	1.515	2.912	4.714	4.697	4.906	4.849	5.118	5.412
torturer	5.438	1.438	4.355	5.344	4.909	4.909	5.419	5.25	5.879
toss	4.257	4.286	5.206	4.571	4.571	4.529	3.2	3.235	5.212
tosser	5.333	2.265	5.061	3.469	4.324	4.788	6.143	4.371	5.818
toucan	4.267	5.807	5.071	6.429	6.133	3.563	4.969	3.759	3.903
touch	6.235	6.471	5.824	4.853	5	6.313	2.147	4	2.824
touchy	4.914	4.212	4.486	2.743	3.314	5.424	4.629	3.818	2.829
tough	4.636	4.636	5.97	3.559	3.546	6.063	3.588	4.71	5.849
tour	4.771	5.794	5.147	5.333	5	5.667	4.088	4.758	3.853
tourist	4.971	5.314	4.765	5.486	5.714	5.788	4.143	4.059	4.143
toward	4.441	5.824	6.343	3.514	3.143	5.882	3.314	3.765	4.114
towel	3.419	5.8	5.69	6.724	6.724	6.724	2.267	2.774	3.867
tower	4.382	5.2	5.057	6.543	6.371	5.206	2.743	6	4.559
town	4.788	5.576	4.75	5.813	5.933	6.379	2.906	4.719	4.067
toxic	5.8	1.859	3.539	3.984	3.844	5.017	4.462	4.844	4.823
toxin	5.353	2.471	4.147	5.03	3.941	3.735	5.912	3.529	4.529
toy	5.606	6.471	5.677	6.353	6.257	5.97	1.457	2.941	4.088
toys	5.441	6.606	6.156	6.031	6.303	6.177	1.636	3.353	3.765
trace	3.656	5	4.469	3.765	4	4.382	4	2.265	3.912
trace (copy)	3.059	4.853	5.235	4.861	4.677	4.941	3.639	2.972	3.611
trace (small amount)	3.636	4.688	4.594	4	3.813	5.2	5.061	1.546	3.406
track	4.1	5.367	4.833	5.233	5.438	5.231	3.688	4.219	4.6
traction	3.531	5.2	5.241	4.063	3.323	3.833	6.094	3.867	4.71
traction (grip)	4.294	5.371	5.938	4.382	4.152	3	5.914	3.667	5.118
traction (medical)	3.24	4.708	4.462	5.046	4.13	2.063	6.739	3.864	4.48
tractor	3.382	5.324	5.371	6.588	6.706	5.514	2.171	4.677	5.714
trade	3.849	5.677	4.882	4.029	3.879	5.697	4.441	4.5	5.382
traffic	4	3	3.219	5.793	6.103	6.067	3.452	5.563	4.5
tragedy	6.688	1.576	2.871	2.818	3.303	5.069	4.441	6	3.688
tragic	6.152	1.727	3.121	2.188	2.485	5.633	4.576	5.438	3.767
trailer	3.633	5.031	4.933	5.879	5.8	5.333	4.281	3.933	4.433
train	3.846	5.791	5.075	6.687	6.698	6.459	2.077	5.147	4.677
train (bridal)	4.455	6.152	5.063	5.97	6.091	3.727	5.485	3.97	2
train (practice)	5.235	6.647	6.125	4.314	4.758	5.677	4.088	4.429	5.382
train (procession)	3.735	5.219	4.971	4.5	5.118	4.559	4.286	4.514	4.152
train (vehicle)	3.743	5.286	5.091	6.588	6.629	6.294	2.6	5.6	5.229
trainer	4.433	5.548	4.581	6.161	5.849	5.567	3.515	3.414	4.813
trainer (coach)	4.727	5.735	4.257	6.091	6	5.364	4.6	4.486	5.371
trainer (shoe)	3.727	5.879	5.588	6.394	6.455	6.182	2.941	2.824	4.706
traitor	5	1.912	3.941	4.147	3.576	4.516	4.647	4.636	5.314
tram	3.576	5	4.581	6.742	6.367	4.452	4.433	4.606	4.393
trample	4.75	2.875	4.645	4.733	5.094	5.313	4.419	4.29	4.938
trampled	4.971	2.333	2.743	4.971	5.382	4.576	4.143	4.457	4.353
trance	5.061	5.088	3.5	3.091	3.441	4.455	5.114	4.152	3.765
tranquil	3.313	7.697	5.97	2.515	4.029	5.152	5.629	4.063	2.844
transit	3.125	4.909	4.618	4.182	3.382	4.147	5.5	4.242	4.941
transition	4.206	5.5	4.829	3.057	2.629	4.636	6.088	4.886	3.943
transportation	4.188	5.471	5.188	5.394	5.735	5.677	4.824	5.382	4.824
trap	4.882	2.971	3.314	5.531	5.636	5.121	3.212	3.818	4.515
trapped	5.273	2.229	2.559	3.857	4.794	5.094	3.6	4.294	4.242
trash	3.353	2.943	4.743	5.971	6.455	4.485	4.171	3.2	4.886
trauma	5.781	1.75	2.613	2.903	3.531	5.321	5.375	5.531	4.519
traumatic	5.143	1.743	3.143	2.912	3.429	5.029	5.343	5.486	4.143
travel	7.29	6.936	6.281	4.29	4.103	6.37	3.344	5.4	4.107
traveller	5.636	6.313	6.242	4.939	5.303	5.742	3.849	4.438	4.424
tray	2.914	4.909	5.029	6.514	6.171	5.677	3	2.629	3.971
tread	3.875	4.531	5	4.057	3.849	4.273	5.118	3.303	4.656
treason	4.849	1.818	4.788	3.161	2.969	4.061	5.571	5.382	5.313
treasure	6.909	7.824	6.353	5.206	6.143	5.265	2.6	5.029	3.941
treasurer	4.029	6	6.086	5.583	4.618	4.636	5.472	4.611	4.639
treat	6.879	7.879	5.563	4.094	4.903	6.267	2.273	3.818	3.061
treaty	4.182	6.182	4.576	4.147	3.441	4.656	5.788	4.576	4.406
treble	4.943	5.206	5.03	3.559	3.788	4.394	4.943	3.912	4.177
treble (music)	5.324	5.879	5.697	4.455	4.375	4.032	5.303	3.469	3.906
treble (triple)	4.152	5.406	5.546	3.943	3.571	4.8	4.943	4.314	4.171
tree	4.484	6.839	5.226	6.862	6.69	6.5	1.903	5.433	3.889
trellis	3.136	4.8	5.087	5.417	5.087	2.546	6.478	3.45	3.727
tremble	5.588	3.571	2.765	4.8	5.057	4.938	4.118	3.543	3.182
trench	4.152	3.529	4.546	5.618	5.559	4.824	5.455	4.667	5.333
trend	5.091	5.548	3.909	2.853	3.212	5.321	4.971	4.667	3.452
trial	5.727	4	3.636	4.094	3.849	4.786	4.906	4.656	4.767
trial (courtroom)	5.029	3.794	3.212	5.829	6.353	5.03	5.206	5.559	4.853
trial (test)	3.912	4.121	3.765	4.429	3.706	5.152	4.571	3.914	4.147
triangle	3.543	5.029	5.353	5.353	6.5	6.094	2.229	2.857	4.229
triangular	3.25	4.969	4.839	5	6.344	5.1	3.788	3	4.065
tribal	5.147	5.677	5.914	4.235	4.943	4.314	5.514	5.086	5.333
tribe	5.226	5.844	5.152	4.733	5.516	4.482	4.3	5	5.133
tribute	4.875	6.618	5.375	3.727	3.25	4.313	5.171	4.939	4.121
trick	5.212	3.886	4.455	3.971	3.394	5.433	2.879	3.719	4.543
tricky	4.968	3.515	4.419	3	3.75	5.813	3.323	3.938	4.364
trim	3.353	5.294	4.677	4.412	4.656	4.677	3.943	2.394	3.531
trimmer	3.121	4.758	5.088	6.088	5.4	4.273	5.143	3	4.706
trinity	4.367	5.5	4.839	2.613	3.313	3.968	5.625	5.167	3.788
trinket	5.094	5.906	5.156	5.531	6.125	3.818	4.576	1.794	2.219
trio	4.265	5.576	4.971	5.229	5.029	4.394	4.559	3.606	3.829
triple	4.563	5.742	5.367	3.969	3.8	5.069	3.688	3.969	4.214
tripod	2.613	5.265	5.438	6.559	6.177	4.303	5.147	3.129	4.533
triumph	7.088	8.2	7.229	3.364	4.065	5.182	5.029	5.879	4.735
triumphant	6.857	8.2	7.471	3.147	3.886	5.147	5.086	5.914	4.706
troll	4.324	3.029	4.088	4.343	5.686	4.286	3.429	4.543	5.571
trophy	6.4	7.543	7.114	6.429	6.559	5.147	3.429	4.343	5.057
trot	3.697	4.97	4.97	4.455	4.424	4.636	3.667	3.452	3.636
trouble	6.029	2.457	4.879	3.2	3.429	5.882	2.486	5.143	4.914
troublesome	4.714	2.576	3.912	2.571	3.114	4.706	4.677	4.735	4.886
troubling	5.25	2.313	3.765	2.688	2.29	5.394	4.677	5.03	4.606
trousers	3.515	5.294	5.412	6.706	6.629	6.688	1.971	3.121	5.912
trout	2.886	5.114	5.657	6.417	6.333	4.414	4.25	2.588	5.143
