word	valence	arousal	dominance	concreteness	imageability	age of acquisition
wątek	5.20	3.12	5.06	5.76	4.12	10.52
wątły	3.82	3.36	3.02	5.12	5.74	11.10
wątpliwość	3.90	4.66	3.68	6.72	4.82	9.24
wątpliwy	3.94	4.16	3.36	6.46	4.12	10.54
wątroba	4.76	3.50	4.86	1.96	7.54	9.72
wąwóz	5.46	3.66	4.76	1.90	7.20	9.84
wąż	3.86	4.24	5.40	1.78	7.94	6.52
wciągarka	4.80	3.62	5.24	2.47	5.80	11.08
wciągnąć	5.04	3.90	5.60	4.70	6.12	8.00
wciskanie	4.38	4.06	5.04	3.98	6.22	8.52
wcześnie	4.82	3.36	5.06	5.52	4.96	7.98
wdrażanie	5.40	3.92	6.04	5.26	4.12	11.38
wdzięcznie	6.50	4.18	5.48	6.02	4.34	9.62
wdzięczność	7.14	3.62	5.38	6.52	4.88	9.42
wdzięczny	6.68	4.12	5.34	6.44	5.20	9.42
wełna	5.66	2.78	5.06	1.82	7.52	9.28
wentylator	5.40	3.26	5.48	2.00	7.56	9.28
werset	5.24	3.12	5.24	3.63	5.72	11.16
wersja	5.22	2.86	5.02	5.38	4.14	9.46
werwa	6.28	5.32	6.02	5.55	5.10	11.06
wesołość	7.52	5.06	6.22	6.52	6.72	8.20
wesoły	7.38	5.02	6.04	6.00	6.80	6.78
westchnienie	5.48	3.60	4.42	4.44	7.12	10.08
wesz	2.71	4.88	3.22	2.12	6.58	9.60
weto	4.41	4.02	6.72	5.57	4.69	11.42
wezwać	4.52	4.22	5.56	4.92	5.68	8.52
wezwanie	4.14	4.86	5.30	4.32	5.70	9.54
wędka	5.34	2.98	5.54	1.72	8.16	7.40
wędrować	6.36	3.80	5.70	4.08	6.84	8.40
węgorz	4.98	3.50	4.92	1.70	7.66	9.48
Węgry	6.10	3.30	5.06	2.76	5.90	10.68
węzeł	4.94	3.10	4.78	2.26	7.24	8.28
wgniatać	3.98	4.26	5.52	3.96	6.30	9.52
wgniecenia	3.46	4.20	4.08	3.02	6.98	9.58
wiać	4.78	3.70	4.52	4.48	6.82	8.10
wiadomość	5.70	4.36	5.58	3.54	6.60	7.68
wiadro	5.12	3.46	4.68	1.86	8.06	6.82
wiara	6.38	4.16	5.96	7.48	4.94	8.42
wiatr	5.78	4.06	5.32	3.60	7.34	6.20
wiatrak	5.61	3.08	5.18	1.94	7.84	7.06
wiązać	5.02	3.44	5.18	4.06	6.90	7.34
wiązka światła	5.72	3.40	5.78	3.38	6.94	11.98
widelec	5.18	2.88	5.22	1.74	8.14	6.62
widok	6.42	3.02	5.82	4.14	6.56	7.78
widowiskowość	5.82	4.74	6.36	6.26	5.14	11.20
wieczór	6.78	3.42	5.42	4.26	7.42	7.10
wiedza	7.02	4.56	6.88	6.58	4.80	8.24
wiedzieć	6.58	3.62	6.40	6.08	5.30	6.72
wiek	5.12	3.56	5.18	4.68	4.76	7.20
wielbłąd	5.48	3.10	5.22	1.56	8.24	7.32
wiele	5.80	3.88	6.08	5.76	5.18	7.24
Wielka Brytania	6.10	3.82	6.36	2.30	7.08	9.80
wielki	5.82	4.24	6.86	5.38	6.82	6.66
wielkoduszność	6.88	4.18	6.20	7.50	4.41	10.80
wieniec	4.68	3.78	5.06	2.08	7.54	9.86
wieprz	4.14	3.46	4.32	1.78	7.16	9.30
wiercić	4.04	4.82	5.32	3.82	7.08	7.96
wiercić się	4.26	4.78	4.24	4.38	7.06	7.12
wierny	7.20	3.74	5.74	6.14	5.34	8.52
wierszyk	5.84	2.76	4.86	3.84	6.30	6.12
wiertarka	4.76	4.56	5.66	2.00	7.96	8.14
wierzba	5.82	2.72	4.88	1.72	7.74	8.24
wierzgać	4.18	5.24	5.08	3.74	6.72	10.32
wieś	5.78	3.10	4.52	2.76	7.68	6.62
wietrzyk	6.40	3.14	4.72	3.36	6.88	7.46
wieża	5.56	3.88	5.66	1.72	7.78	6.12
więcej	6.08	4.38	6.16	6.04	4.56	5.90
więzienie	2.88	5.20	3.60	3.12	7.74	8.52
Wigilia	6.92	4.41	5.68	5.06	7.84	6.79
wiking	5.56	4.50	6.58	2.50	7.62	9.59
wilgoć	3.94	3.62	4.28	3.54	6.32	9.18
wilgotny	4.68	4.02	4.58	3.72	6.44	8.32
wilk	5.14	4.66	6.34	1.92	7.94	6.78
willa	6.42	4.24	6.66	2.04	7.64	9.40
wina	3.46	4.52	4.00	5.78	4.86	7.40
winda	5.34	3.20	5.44	1.76	7.90	7.84
winić	3.42	4.86	4.78	5.48	5.22	8.64
winny	3.34	5.16	3.32	5.86	5.30	7.90
wino	6.88	3.82	5.52	1.82	8.10	8.58
winogrono	6.32	2.86	5.10	1.70	8.26	7.58
wiolonczela	5.84	3.10	5.48	1.72	7.60	10.48
wiosłować	5.54	3.38	5.62	3.59	7.52	8.78
wiosłowanie	5.66	3.84	5.42	3.43	7.40	8.82
wiosna	7.42	4.16	5.66	4.10	7.50	6.50
wiotki	4.46	3.38	3.46	4.46	6.22	11.16
wiór	4.62	3.54	4.12	2.00	6.80	9.36
wirować	5.04	4.90	4.82	4.04	6.86	9.04
wirus	2.78	4.92	4.04	3.12	6.00	9.92
wisielec	2.22	5.22	2.60	2.66	7.48	9.70
wiśnia	6.50	3.26	5.30	2.00	8.00	7.06
witalność	6.68	4.84	6.40	6.16	4.94	12.02
wiwatować	6.82	5.16	5.84	4.72	7.06	10.56
wizja	6.08	4.00	6.00	6.88	5.14	10.04
wkleić	5.06	3.38	5.30	3.80	6.26	7.40
wkręcać	4.90	3.90	5.52	4.28	6.68	8.80
wkręt	5.06	3.94	5.12	2.80	6.00	10.40
wkrótce	5.68	3.54	5.10	6.36	3.72	8.86
wkuć	4.22	4.36	5.38	4.22	6.12	9.92
wlew	4.73	3.54	4.72	2.63	5.26	11.86
władać	5.64	4.76	7.40	5.12	5.34	9.66
władca	5.64	4.74	7.86	3.78	6.74	8.76
władczy	4.80	5.20	7.64	5.96	5.88	10.22
władza	5.18	4.76	7.70	5.80	5.88	9.22
włamanie	2.62	5.40	4.68	3.86	6.68	8.36
własny	6.44	3.74	6.70	6.34	4.00	8.22
właściciel	5.76	4.22	6.60	3.88	5.76	8.24
właściwy	6.22	3.34	6.26	6.20	3.74	8.86
właśnie	5.28	3.56	5.26	6.60	3.24	7.84
właz	5.10	2.96	5.06	2.08	6.78	9.94
włącznik	5.38	3.62	5.90	2.10	7.32	8.20
Włochy	6.42	3.60	5.50	2.42	7.08	9.38
włosy	6.20	3.38	5.32	1.82	7.98	7.28
włosy łonowe	3.64	4.44	4.26	1.66	8.10	12.22
włókienniczy	5.22	3.08	5.18	3.84	4.64	11.20
włókno	5.26	3.00	4.72	2.18	6.08	10.10
woda	6.66	2.76	5.52	2.04	8.20	5.64
wodorost	4.62	3.38	4.26	2.08	7.54	9.84
wodospad	6.76	4.14	5.96	2.10	8.08	8.24
wodza	5.34	3.76	6.40	4.11	5.53	10.73
wojna	2.08	7.14	5.72	3.96	7.36	8.52
wojsko	4.94	4.96	6.70	2.90	7.68	7.76
wok	5.56	3.25	5.31	2.48	7.13	12.13
wola	6.04	3.56	6.90	6.62	3.94	9.06
wole	4.92	3.70	5.00	3.95	5.10	10.57
wolność	7.58	4.72	7.50	7.16	5.60	8.84
wolny	6.68	3.42	6.42	6.36	5.48	7.92
wolt	5.08	4.31	5.65	4.44	4.16	12.24
woń	5.44	3.26	5.14	3.76	5.76	11.02
woreczek	5.22	3.36	4.34	2.28	7.44	7.30
wódka	5.60	5.76	4.54	1.58	8.24	9.90
wół	4.84	3.08	4.86	2.00	7.44	8.20
wóz	5.56	3.34	5.42	1.92	7.50	7.38
wózek inwalidzki	2.92	4.72	3.40	1.76	8.08	9.00
wpadać	4.56	4.28	4.60	4.60	6.00	7.94
wpadka	3.36	5.54	3.02	5.18	5.60	9.94
wpakować	4.64	3.94	5.14	4.16	5.66	8.70
wpisywanie	5.14	2.90	5.08	4.18	6.58	9.10
wpływ	5.28	3.80	6.50	5.32	4.40	9.78
wpływowy	5.96	4.42	6.96	6.14	4.56	10.72
wrak	3.42	4.10	3.36	2.49	7.20	9.34
wrażliwość	6.16	4.38	4.40	6.96	4.98	9.26
wrażliwy	6.16	4.06	3.94	5.88	5.22	8.76
wrogi	3.06	5.66	5.44	5.88	5.30	9.08
wrogość	2.80	5.56	5.20	6.12	5.38	9.56
wrona	4.62	3.68	4.98	1.60	7.64	7.32
wróbel	5.38	3.28	4.60	1.56	7.94	6.70
wróg	2.86	5.80	5.48	4.80	5.74	8.18
wróżka	5.60	4.18	4.90	4.30	7.60	6.64
wrzask	3.52	5.64	5.10	3.92	6.76	7.26
wrzasnąć	3.56	5.72	6.12	3.84	6.76	8.26
wrzeciono	5.27	3.28	4.64	2.45	5.94	11.88
wrzeć	5.04	4.90	5.42	3.90	7.12	9.36
wrzenie	5.10	5.10	5.56	3.66	7.62	8.68
wrzosowisko	6.18	2.96	5.18	2.84	7.28	11.16
wrzód	2.76	4.88	3.60	2.90	5.90	10.82
wrzucić	4.90	3.68	5.52	3.98	6.30	7.08
wschód	6.51	3.38	5.20	3.94	6.64	6.96
wschód słońca	7.20	2.98	6.08	3.54	8.04	7.68
wskazać	5.26	3.52	5.84	4.04	6.68	8.14
wskazówka	6.46	3.86	5.90	4.70	6.00	8.32
wspaniałomyślność	7.16	4.58	6.48	7.30	4.60	11.26
wspaniały	7.64	4.86	6.90	6.48	5.18	8.08
wsparcie	6.72	3.84	6.16	5.52	5.44	9.66
wspiąć się	5.86	4.76	6.18	4.04	6.76	9.02
wspierać	6.86	4.22	6.20	5.36	5.86	8.92
wspieranie	6.72	3.30	6.02	5.44	5.24	9.08
wspomnienia	7.12	4.36	5.24	6.76	5.58	8.34
wspornik	5.00	3.43	5.77	2.16	5.56	12.57
wspólny	5.88	3.44	5.06	5.92	4.92	7.82
współczucie	5.64	3.76	5.22	7.10	4.84	9.20
wstawać	4.90	3.66	5.46	4.06	6.86	6.42
wstawić	5.10	4.02	5.36	3.94	5.94	8.30
wstawiony	4.38	4.92	4.28	4.70	6.34	11.76
wstążka	5.72	3.10	4.96	2.04	7.84	8.18
wstręt	2.94	5.74	3.46	6.28	5.70	8.82
wstręt do siebie	2.24	5.98	2.38	6.88	4.52	10.92
wstrząsnąć	4.36	4.72	5.62	4.42	6.76	9.20
wstyd	2.96	5.08	2.80	7.08	5.44	7.78
wstydzić się	3.30	5.16	3.22	6.34	5.90	8.42
wszechstronność	6.92	4.52	6.68	6.50	4.38	10.82
wszy	2.40	4.82	3.52	2.38	6.62	9.14
wścibski	3.36	5.12	4.80	6.26	5.38	10.24
wściekle	3.14	5.96	5.44	5.82	5.92	8.96
wścieklizna	2.42	6.34	4.38	4.00	6.28	10.72
wściekłość	2.80	6.60	5.32	6.82	6.48	9.40
wściekły	2.68	6.42	5.02	5.90	6.84	8.24
wtopić się	4.66	3.44	4.38	4.90	5.94	9.80
wujek	5.90	3.12	5.32	2.48	7.30	5.02
wulgarność	3.06	6.22	5.04	6.16	5.74	10.38
wulgarny	3.08	6.04	5.30	6.00	5.78	10.56
wulkan	5.16	4.70	5.96	2.06	7.98	8.64
wybaczyć	7.00	4.26	5.98	6.08	5.28	9.10
wybierać	5.66	4.24	6.46	4.74	5.58	7.08
wybitny	7.28	4.76	7.44	6.28	4.92	9.72
wybór	6.14	4.18	6.66	5.62	4.86	7.86
wybredny	3.72	4.52	5.56	5.74	5.36	9.30
wybrzeże	6.62	3.38	5.42	2.08	7.56	9.48
wybuch	3.60	6.00	5.90	2.96	7.68	8.10
wybuchnąć	4.00	6.04	5.46	4.30	7.16	7.32
wybuchowość	3.78	6.50	5.58	5.72	5.88	9.94
wybuchowy	3.98	6.32	5.90	5.52	6.64	9.28
wychodzić	5.16	3.50	5.34	3.76	6.52	6.26
wychowywać	6.02	4.06	5.98	5.34	5.76	9.68
wyciąć	4.56	3.90	5.10	4.00	6.52	7.16
wyciąg	5.22	4.04	5.70	2.78	6.12	10.28
wyciągać się	5.62	3.84	5.54	4.58	6.10	8.90
wyciągnąć	5.36	3.94	5.82	4.40	6.02	7.80
wycieczka	7.10	4.52	5.44	3.32	7.20	5.98
wycierać	4.86	3.56	4.64	3.76	6.64	7.38
wyciskać	4.68	4.28	5.38	3.98	6.80	9.04
wycofany	3.78	3.58	3.14	5.58	4.68	10.04
wyczerpany	3.24	4.40	3.30	5.54	6.26	9.86
wyczulony	4.28	4.56	4.72	5.70	5.04	10.12
wyczyn	6.48	4.60	6.48	5.30	4.78	9.08
wyć	3.34	5.06	4.20	3.94	7.16	8.16
wydajność	6.16	4.14	6.57	5.56	4.18	10.54
wydajny	6.38	3.74	6.08	5.46	4.82	10.32
wydarzenie	5.86	4.54	5.58	4.52	5.26	8.28
wydatnie	5.50	3.74	6.02	5.47	4.86	11.08
wydłubać	3.88	4.42	4.80	3.80	6.46	7.56
wydma	5.84	3.14	4.72	2.04	7.78	9.78
wydra	5.28	3.24	4.78	1.54	7.44	8.24
wydrukować	5.42	3.34	5.34	3.72	7.40	8.78
wyeliminować	4.18	4.72	6.32	5.04	5.26	10.52
wygasły	4.16	3.32	3.58	4.72	4.88	9.98
wygięcie	4.34	3.38	5.08	3.80	6.56	9.24
wygląd	5.82	4.32	5.56	4.58	5.60	7.94
wygładzić	5.56	3.50	5.62	3.98	6.04	10.22
wygłaszać	5.08	4.18	6.34	4.84	6.34	10.44
wygoda	6.68	3.04	6.04	5.86	5.72	9.04
wygoić	6.12	3.56	5.27	4.46	6.18	8.32
wygrać	7.42	5.44	7.18	5.16	6.68	6.80
wyjaśnić	5.74	3.68	5.72	5.30	5.68	7.84
wyjątkowy	7.24	4.36	7.08	6.62	4.22	8.38
wykarmić	5.48	3.72	5.40	4.06	5.80	8.98
wykąpać	6.46	3.72	5.36	3.72	7.40	6.10
wykonanie	5.76	3.40	5.62	4.86	4.36	9.08
wykonywanie	5.26	3.28	5.62	4.96	4.78	9.46
wykończony	3.56	4.52	3.82	5.60	6.32	9.66
wykręcać	4.56	4.30	5.42	4.10	6.48	9.48
wykroczenie	3.48	5.02	4.30	4.76	5.00	10.92
wykusz	5.04	3.24	5.25	3.46	5.48	13.91
wykwalifikowany	6.68	3.90	6.70	5.76	4.36	11.94
wylękniony	3.18	4.90	2.56	6.04	5.14	11.84
wyładować	4.56	4.62	5.30	4.34	6.14	9.22
wyłamać się	4.84	4.68	5.28	4.94	5.60	9.98
wyłaniać się	5.44	3.58	5.20	4.70	5.74	10.04
wyłom	4.42	4.02	4.92	3.20	5.41	11.71
wymagać	5.20	4.82	6.12	5.58	5.04	8.40
wymagający	5.16	4.54	6.50	6.34	5.00	9.64
wymaganie	5.04	4.26	5.98	6.26	4.64	9.04
wymarły	3.16	4.20	3.28	4.46	5.20	10.30
wymawiać	5.06	3.66	5.50	4.52	6.04	8.78
wymiana	5.45	3.68	5.12	4.46	6.12	8.02
wymiatać	5.54	4.54	5.88	4.84	5.88	9.98
wymieniać	5.56	3.58	5.20	4.26	5.98	7.82
wymiociny	2.30	5.74	2.98	2.34	7.66	9.46
wymiotować	2.28	5.72	2.74	3.18	7.72	7.58
wymioty	2.26	5.80	2.88	2.64	7.66	8.40
wymówka	3.96	3.98	4.30	5.40	4.76	9.38
wynagradzać	6.72	5.14	6.26	5.20	5.48	9.38
wynająć	5.22	3.72	5.28	4.42	5.76	9.94
wynajem	5.06	3.88	5.04	4.24	4.88	10.60
wynajmować	5.14	4.06	5.44	3.90	5.72	10.48
wynik	5.52	4.60	5.74	4.58	5.71	7.60
wyniosłość	3.90	4.62	6.16	6.34	5.27	10.86
wyobrażać	6.60	4.16	6.12	6.20	5.52	7.70
wyobrażać sobie	6.80	3.82	5.72	6.48	5.68	7.44
wypadek	2.60	5.74	3.88	3.54	7.10	7.92
wypełniać	5.20	3.62	5.54	4.30	6.08	8.46
wypełnić	5.32	3.42	5.56	4.56	6.28	8.66
wypłynąć	5.50	3.52	5.48	4.00	6.38	8.64
wypoczęty	7.52	2.86	6.40	5.82	6.42	9.38
wypoczynek	7.54	2.96	5.90	5.08	6.66	7.98
wypowiadać	5.30	3.56	6.08	4.62	5.90	8.78
wyprostować	5.64	4.04	5.82	4.36	6.50	8.06
wypukłość	4.94	3.48	5.44	3.60	6.52	10.30
wyrafinowany	5.60	3.98	6.36	6.16	4.66	11.40
wyrazić	5.58	4.52	5.74	5.16	4.12	9.64
wyrok	3.50	5.50	4.76	4.46	5.60	9.68
wyrozumiałość	6.80	3.56	5.96	6.84	4.60	10.04
wyrównany	5.56	3.06	5.50	5.36	5.22	9.86
wyróżniającym	6.26	4.90	6.76	6.26	4.16	10.60
wyrwać	4.74	4.52	5.64	4.28	6.28	7.08
wyschnąć	4.76	3.50	4.36	3.70	5.92	7.74
wysiłek	5.26	5.14	5.62	4.52	6.26	9.62
wysłać	5.42	3.66	5.64	4.14	6.64	7.60
wysoki	6.12	3.62	6.46	4.52	7.18	6.32
wyspanie	7.54	3.44	6.26	5.66	5.74	7.76
wystawa	5.78	3.52	5.56	3.44	7.06	8.58
wysypisko	3.04	3.98	3.94	2.27	7.46	8.32
wyścig	5.28	4.70	6.30	3.58	6.74	8.00
wyśmiewać	2.90	5.38	4.74	4.92	6.70	8.64
wytchnienie	6.42	3.16	5.52	5.94	5.16	9.96
wytrawiać	4.91	3.68	5.30	4.20	4.82	12.75
wytrwać	6.36	4.00	6.32	5.32	4.64	9.54
wytrwałość	6.80	4.60	6.88	6.34	5.02	9.74
wytrwały	6.66	4.60	6.96	6.06	5.10	9.54
wytrzymały	6.56	4.06	6.88	5.16	5.64	9.22
wyuczyć	5.46	3.40	5.82	4.66	5.22	9.34
wywiesić	4.86	3.82	5.04	4.06	6.30	8.86
wyzdrowieć	7.52	4.20	6.22	4.92	5.72	8.10
wyzdrowienie	7.22	4.68	6.26	5.40	5.56	8.22
wyzwanie	6.24	4.66	6.42	5.92	5.06	9.42
wyzwolenie	6.74	4.74	6.70	6.44	5.02	10.78
wyzwolony	6.36	4.72	6.72	6.34	5.14	11.02
wyzysk	3.04	5.26	4.22	5.38	4.68	11.40
wyzyskiwanie	2.94	5.28	4.82	5.74	4.54	11.72
wyzywający	4.48	5.44	6.04	6.10	5.82	11.14
wyżłobić	4.80	3.96	5.30	4.02	6.18	10.78
wyższy	5.60	4.54	6.78	4.82	6.28	7.68
wzbudzać	5.36	4.36	5.66	5.18	5.02	9.56
wzbudzony	5.34	4.92	5.70	5.49	5.28	10.90
wzgardliwy	3.04	5.38	4.36	6.24	4.27	12.22
wzgórze	6.22	3.16	5.98	1.94	7.58	8.34
wziąć	5.48	3.60	5.68	4.32	6.06	5.80
wzmacniać	6.12	4.62	6.52	4.82	5.32	9.98
wzorzec	6.10	3.42	6.56	4.82	5.36	10.64
wzrost	5.66	3.72	6.20	3.60	6.38	7.64
wzywać	4.86	4.52	5.84	4.18	5.78	8.76
zaatakowany	3.16	5.62	3.70	4.42	6.08	9.14
zabawa	7.18	5.12	5.62	4.48	6.70	5.62
zabawka	6.60	3.82	4.88	2.24	7.74	5.28
zabawki	6.62	4.36	4.96	2.16	7.90	5.86
zabawny	7.06	4.80	5.72	5.88	6.28	7.44
zabezpieczać	6.06	3.88	6.02	4.46	5.10	10.30
zabić	1.76	6.84	5.34	3.72	7.04	8.16
zabijać	1.84	6.88	5.58	4.29	6.98	8.48
zablokować	3.92	4.46	5.98	4.16	6.06	8.86
zabójca	1.96	6.84	5.24	2.80	6.62	9.58
zabójczy	3.06	6.62	5.76	5.84	5.36	10.04
zabójstwo	1.82	6.92	5.30	3.84	7.16	9.38
zabrał	3.98	4.62	5.14	4.54	5.20	6.92
zaburzyć	3.82	4.84	5.08	5.06	4.90	9.52
zachcianki	4.94	4.40	5.24	6.12	5.14	10.40
zachęta	6.42	4.18	6.08	5.54	5.08	8.20
zachłanność	3.00	4.86	5.12	6.56	5.18	10.68
zachować	5.52	3.32	5.49	5.04	4.54	7.62
zachód	6.20	3.60	5.38	3.92	7.00	7.62
zachód słońca	7.10	3.08	5.12	3.56	8.16	7.92
zachwalać	6.12	4.68	5.80	5.06	5.82	9.10
zachwycający	7.30	5.18	6.78	6.36	5.36	9.98
zachwyt	7.42	5.00	6.18	6.36	6.10	9.36
zaciekłość	4.14	5.40	6.10	6.36	5.18	10.56
zacieniony	5.56	3.28	4.74	4.28	6.48	9.94
zacięty	4.66	4.40	5.78	5.48	5.06	9.58
zacisk	4.40	3.88	4.98	2.54	6.48	9.38
zaczaić się	4.30	4.12	5.24	4.72	5.98	9.62
zaczepny	4.54	4.38	5.66	5.80	5.23	11.00
zad	4.04	4.10	4.20	1.98	6.98	9.55
zadanie	5.46	3.86	5.78	4.32	5.44	7.26
zadatki	5.32	3.80	5.38	5.34	3.72	11.48
zadowolenie	7.30	4.78	6.24	6.74	6.14	8.68
zadowolony	7.26	4.76	6.14	5.96	6.12	7.00
zadowolony z siebie	7.34	5.16	7.38	6.30	6.02	9.16
zadrapać	3.86	4.30	4.42	3.50	7.14	7.90
zadziorny	4.84	4.78	6.34	5.94	5.37	10.52
zadzwonić	5.52	3.96	5.82	3.54	7.28	6.64
zafascynowany	6.86	5.22	6.04	6.68	5.60	9.94
zagadka	6.18	4.64	5.00	5.54	5.64	6.32
zagiąć	4.76	4.16	5.88	3.84	6.70	8.60
zagłówek	5.28	3.12	4.96	1.66	7.30	10.32
zagniewanie	3.18	5.46	5.12	6.14	5.24	10.28
zagorzały	4.78	4.74	5.68	6.38	4.50	11.96
zagrożenie	2.92	5.54	4.30	5.32	5.52	9.40
zagubienie	3.48	4.50	3.08	5.64	5.32	9.76
zainteresowanie	6.82	4.22	6.08	6.40	5.34	9.22
zając	5.84	3.56	4.50	1.80	8.08	6.56
zajęty	4.34	3.96	4.58	5.44	5.32	7.76
zakażenie	2.76	5.86	3.42	3.58	6.06	9.28
zakażony	2.64	5.82	3.24	4.36	5.38	9.24
zaklęcie	5.36	4.12	5.58	6.34	5.90	7.42
zakładać się	5.26	4.66	5.38	5.10	6.10	8.20
zakładka	5.30	3.18	5.04	2.40	6.64	8.72
zakładnik	2.78	5.26	2.84	3.12	6.92	9.70
zakłopotanie	3.48	4.72	3.30	6.30	5.32	10.02
zakłopotany	3.60	4.66	3.44	6.16	5.36	9.76
zakochanie	7.56	6.50	5.16	7.24	6.60	9.52
zakochany	7.56	5.94	5.10	6.72	6.70	8.84
zakonnica	5.14	2.80	4.36	2.36	7.92	8.08
zakorkować	4.52	4.12	4.86	3.94	6.50	9.34
zakres	5.20	3.50	5.24	5.32	4.82	9.78
zakreślacz	5.54	3.62	5.48	1.88	7.90	9.70
zakrystian	4.63	3.25	4.76	3.26	3.81	11.91
zalecać się	5.78	4.68	5.38	4.98	5.88	11.12
zależny	3.90	4.06	2.94	5.88	3.98	10.22
zalękniony	2.96	4.66	3.12	6.30	5.18	11.28
załadować	5.08	4.12	5.58	4.14	6.24	8.20
załagodzić	6.26	3.50	5.26	5.30	4.94	10.46
załamać	3.04	5.02	3.86	5.10	5.84	9.18
załamanie	2.94	5.42	3.26	5.88	5.58	9.74
zamachowiec	2.52	6.46	5.66	3.34	6.76	10.62
zamartwiać się	2.82	5.36	3.26	5.63	6.16	9.68
zamek	6.24	3.28	6.68	2.38	7.86	7.40
zamek błyskawiczny	5.30	3.66	5.38	1.76	7.72	9.30
zamiatać	4.70	3.38	4.64	3.72	7.34	7.26
zamienny	5.04	3.62	4.22	4.96	4.20	9.88
zamierzać	5.52	3.74	5.78	5.50	4.24	9.84
zamieszać	5.00	4.04	5.66	3.86	6.56	7.28
zamieszki	3.26	5.18	5.02	4.08	6.84	10.90
zamknąć	4.40	4.46	5.50	4.16	6.78	7.06
zamknięte	4.04	3.88	4.34	4.42	6.68	7.10
zamknięty w sobie	3.28	3.20	3.10	6.32	5.06	10.58
zamożny	6.46	4.16	6.70	5.38	6.20	9.54
zamówienie	5.70	3.92	5.64	3.62	5.50	9.80
zamurowany	4.22	3.40	4.26	4.24	6.90	8.96
zamyślony	5.48	3.36	4.66	5.98	5.96	8.94
zanieczyścić	3.02	4.58	4.20	4.42	6.18	9.64
zaniedbanie	3.02	4.88	3.38	5.84	5.06	10.66
zaniepokojenie	3.08	5.06	3.60	6.04	5.44	9.64
zaniepokojony	3.16	4.88	3.60	6.22	5.38	9.66
zapach	6.80	3.70	5.48	4.28	5.98	6.74
zapalczywość	4.48	4.39	5.70	6.27	4.56	12.33
zapaść się	3.82	4.20	3.64	4.94	6.12	10.06
zapisać	5.50	3.34	5.72	3.58	6.60	7.54
zaplanować	5.80	3.58	6.10	5.08	5.50	9.10
zapominalski	3.70	4.20	3.70	5.48	5.08	8.86
zaprzeczać	4.10	4.58	4.92	5.18	5.62	9.58
zaprzepaścić	2.94	5.20	3.10	5.36	4.72	11.22
zaprzestać	4.46	3.66	4.38	4.60	5.08	10.24
zaprzyjaźniony	7.34	4.18	5.60	6.14	5.34	9.12
zapuszkować	4.00	4.36	4.80	4.66	5.54	10.78
zapytać	5.32	3.60	5.46	4.74	5.98	6.90
zaradność	6.46	4.20	6.74	6.38	4.50	10.40
zaradny	6.96	3.86	6.62	6.14	4.92	10.16
zarazki	3.22	5.44	4.04	3.26	6.44	8.24
zardzewiały	3.62	3.72	3.58	3.44	7.22	9.68
zarezerwowany	5.10	3.70	5.42	5.38	5.38	9.08
zaręczony	6.80	4.84	5.14	4.80	6.72	10.92
zarodek	5.30	3.58	4.52	2.86	6.48	11.72
zarozumiały	3.32	5.20	5.66	5.98	5.30	9.52
zarzut	3.66	4.86	4.90	5.62	4.44	10.84
zasada	5.40	3.16	5.84	5.38	4.58	8.68
zasadniczy	4.98	3.54	6.14	5.90	4.38	11.14
zaskoczony	5.82	4.46	4.46	6.06	6.06	8.42
zaskoczyć	6.02	4.74	5.80	5.28	5.72	8.36
zaskowytać	3.70	4.86	3.69	4.67	5.59	11.28
zasłona	5.30	3.04	5.02	2.24	7.66	8.04
zasłony	5.35	3.66	5.10	1.90	7.86	7.82
zasmolić	3.70	3.86	4.62	4.02	5.67	10.71
zasmucenie	3.02	4.18	3.54	6.56	5.70	8.86
zastały	4.36	3.16	4.18	5.20	4.02	10.42
zastanawiać się	5.16	3.60	5.28	5.78	5.96	8.30
zastopować	4.54	3.58	5.34	4.52	5.82	9.52
zastraszać	2.94	5.58	5.78	5.50	5.88	10.28
zaszachować	5.18	4.00	6.24	5.57	5.13	11.98
zaszczucie	2.56	5.80	3.02	5.48	4.82	11.68
zaszokować	4.68	5.58	6.10	5.54	5.82	9.32
zaślepienie	3.32	4.40	3.33	5.64	5.38	10.80
zatoczka	5.51	2.82	5.00	2.72	7.12	9.50
zatoka	5.86	2.76	4.68	2.36	7.30	10.00
zatroskany	4.64	4.30	4.48	6.52	5.56	11.28
zatrudnienie	5.98	4.32	5.78	5.14	5.32	11.56
zatrwożenie	3.23	4.60	3.55	6.70	4.55	11.30
zatrzymać	4.72	3.30	5.74	4.20	6.38	7.20
zatwierdzać	5.76	3.86	6.26	5.08	5.66	9.94
zaufać	7.10	3.76	5.44	6.72	5.10	8.98
zaufanie	7.44	3.66	5.80	7.34	4.56	8.76
zaułek	4.24	4.28	3.72	2.98	7.00	10.18
zauroczenie	6.94	5.76	5.04	6.68	5.94	9.82
zawalić	3.34	4.96	3.94	4.88	6.56	9.40
zawartość	5.52	3.68	5.22	4.48	5.04	8.72
zawias	4.72	2.92	5.06	2.30	7.22	10.50
zawiązać	5.00	3.86	5.16	3.64	6.72	7.30
zawiedzenie	3.30	4.30	3.78	6.21	4.90	9.94
zawiedziona	3.16	4.82	3.62	6.36	5.24	9.72
zawiedziony	3.10	4.80	3.08	6.36	5.30	9.58
zawiesić	4.48	4.18	4.94	3.80	6.14	9.54
zawieść	3.10	4.98	3.74	5.55	4.30	9.54
